id,title,company,sector,location,stipend,duration,datePosted,startDate,description,responsibilities,requirements,skills,perks,numberOfOpenings,type,deadline
09188479-480a-438e-81d3-952fecccc00a,Acting & Cinematography,Godhuli Group,Other,"[""Bangalore"", ""560001""]","2,000",3,21-09-2025,Immediate,The Acting & Cinematography Intern will gain practical experience in various aspects of film and media production.,Assist with on-set production tasks for acting and cinematography; Support in the operation of cameras and lighting equipment; Participate in pre-production planning and post-production editing; Learn from experienced professionals in the field.,"A strong passion for acting, filmmaking, and cinematography; Eagerness to learn and take on various production roles; A creative and collaborative spirit; Basic familiarity with camera equipment is a plus.","['Acting', 'Cinematography', 'Video Production']",Internship Certificate; Letter of recommendation; On-set experience,3,onsite,21-10-2025
0a37dd19-75a7-4664-8851-1fb16539cfaa,Marketing,Digifuse,Technology,"[""Agra"", ""282001""]","2,000",1,21-09-2025,Immediate,"This is a one-month marketing internship with a lump sum stipend, focusing on digital and social media marketing.",Assist in developing and executing social media marketing strategies; Create marketing content for various online channels; Use MS-Office to track campaign progress and results; Support the team with general marketing tasks.,Knowledge of social media marketing principles; Proficiency in MS-Office; Strong written and verbal communication skills; A creative and proactive approach to marketing.,"['Social Media Marketing', 'MS-Office', 'Content Creation']",Internship with job offer; Certificate; Letter of recommendation; Short-term project experience,1,onsite,21-10-2025
0ae393f1-6e4d-41a0-98ab-73cb24723e6b,Campus Ambassador,Solortus Designs,Design,"[""Bangalore"", ""560001""]","10,000",4,21-09-2025,Immediate,The Campus Ambassador Intern will be the face of our design brand on their campus.,Promote Solortus Designs through on-campus events and social media; Build a community of design enthusiasts on campus; Generate leads and referrals for our services; Act as a liaison between the company and the student community.,Currently enrolled in a college/university; A strong campus network and leadership skills; Passion for design and marketing; Excellent communication and interpersonal skills.,"['Marketing', 'Event Management', 'Networking', 'Public Speaking']",Internship Certificate; Letter of recommendation; Flexible work hours; 5 days a week; Performance-based rewards,5,remote,21-10-2025
0aff8181-b8f0-41e9-85dc-6a47263944fe,Business Development (Sales),Steri Innovations,Healthcare,"[""Bangalore"", ""560001""]","5,000",1,21-09-2025,Immediate,This is a one-month Business Development (Sales) Internship in the healthcare innovation sector.,"Identify and contact potential clients, such as hospitals and clinics; Promote our innovative healthcare products; Assist the sales team with lead generation and follow-ups; Learn about the healthcare market and sales strategies.",A strong interest in sales and the healthcare industry; Excellent communication and interpersonal skills; A proactive and self-motivated attitude; A quick learner in a dynamic environment.,"['Sales', 'Healthcare', 'Lead Generation']",Internship Certificate; Letter of recommendation; Informal dress code; Free snacks & beverages,1,remote,21-10-2025
0b51aae3-3b4e-44d0-bd65-18771cbd9db3,Cold Calling,Fenton Chemicals,Manufacturing,"[""Delhi"", ""110001""]","3,000",1,21-09-2025,Immediate,This is a one-month Cold Calling Internship to generate leads for our chemical manufacturing business.,Make a high volume of outbound calls to potential B2B clients; Introduce our company and products with excellent spoken English; Qualify leads and schedule appointments for the sales team; Use MS-Excel to track calls and leads.,Excellent spoken English and a confident phone manner; A resilient and persistent attitude towards cold calling; Proficiency in MS-Excel; A strong desire to succeed in a sales-oriented role.,"['MS-Excel', 'English Proficiency (Spoken)', 'Cold Calling', 'B2B Sales']",Internship Certificate; Intensive sales experience,2,onsite,21-10-2025
0b6c60aa-3dab-4555-860d-28393e00a5ad,Digital Marketing,Ridge Info Technology,Technology,"[""Chennai"", ""600001""]","2,000",1,21-09-2025,Immediate,"This is a one-month internship for a versatile individual with skills in digital marketing, client relations, and basic finance.",Assist with digital marketing campaigns and client relationship management; Support basic accounting and financial modeling tasks; Help with computer networking and IT support; A great opportunity to gain diverse experience in a short time.,"A broad skill set covering digital marketing, accounting, client relationship, and computer networking; A fast learner with a proactive attitude; Excellent communication skills; Ability to work in a 5-day-a-week schedule.","['Computer Networking', 'Digital Marketing', 'Accounting', 'Financial Modeling', 'Client Relationship']",Internship Certificate; Letter of recommendation; Flexible work hours; 5 days a week,1,hybrid,21-10-2025
0c96a174-6d30-481e-885c-9682f1f9abf1,Human Resources (HR),Lucio IT Services,Technology,"[""Bangalore"", ""560001""]","7,000",5,21-09-2025,Immediate,The Human Resources (HR) Intern will focus on the recruitment of IT professionals.,"Source, screen, and interview candidates for various technical roles; Coordinate the entire recruitment process, from job posting to offer rollout; Build and maintain a pipeline of qualified candidates; A job offer is available for interns who excel in this role.",A strong interest in a career in IT recruitment; Excellent communication and interpersonal skills; A proactive and goal-oriented approach to sourcing talent; An understanding of technology roles is a plus.,"['Recruitment', 'IT Recruitment', 'Sourcing']",Internship with job offer; Certificate; Letter of recommendation; Informal dress code,2,onsite,21-10-2025
0d2a857b-b723-464c-822f-86e2779115fc,Business Development (Sales),EcoWell,Sustainability,"[""Bangalore"", ""560001""]","5,000",3,21-09-2025,Immediate,"The Business Development (Sales) Intern will promote our eco-friendly products, with performance incentives.",Identify and contact potential customers who are interested in sustainable products; Explain the benefits of our eco-friendly solutions; Follow up on leads and work towards achieving sales targets; Build relationships with environmentally conscious clients.,A passion for sales and sustainability; Excellent communication and interpersonal skills; A self-motivated and results-driven attitude; This role includes performance-based incentives.,"['Sales', 'Sustainability', 'Lead Generation']",Internship Certificate; Letter of recommendation; Flexible work hours; Performance incentives,1,hybrid,21-10-2025
0d71ef55-4be2-4e96-bbc3-20f20ce95b69,Web Development,Protoezy Designs Private Limited,Design,"[""Bangalore"", ""560001""]","10,000",2,21-09-2025,Immediate,"The Web Development Intern will work on building modern, full-stack web applications.","Develop responsive front-end interfaces using HTML, CSS, JavaScript, and ReactJS; Build backend services with Node.js; Work with MongoDB for database management; Collaborate with the design and development teams.","Proficiency in HTML, CSS, JavaScript, ReactJS, and Node.js; Experience with MongoDB is a plus; A portfolio of web projects is highly recommended; A passion for creating clean and efficient code.","['HTML', 'CSS', 'JavaScript', 'MongoDB', 'Node.js', 'ReactJS']",Internship Certificate; Letter of recommendation; Informal dress code,1,onsite,21-10-2025
0e0d6680-adb3-4993-8dc9-485d07bf00f1,Cyber Security,Resec Systems Private Limited,Technology,"[""Chandigarh"", ""160001""]","8,000",6,21-09-2025,Immediate,The Cyber Security Intern will assist in developing and implementing security measures to protect systems and networks.,"Support the security team in monitoring for threats and vulnerabilities; Assist with ethical hacking and penetration testing exercises; Develop scripts in Python, Shell, C, or C++ for security automation; Work with Linux environments to manage security tools.","Strong knowledge of Python, Linux, and ethical hacking principles; Familiarity with C and C++ programming; Understanding of network and system security concepts; A passion for cybersecurity.","['Python', 'Linux', 'Ethical Hacking', 'C Programming', 'Shell Scripting', 'C++ Programming']",Internship with job offer; Certificate; Letter of recommendation,2,onsite,21-10-2025
0e3eb2f6-22eb-43a0-9247-53fada1ca7ee,Career Returnee Program (Women),SAVITARKA BUSINESS SOLUTIONS PRIVATE LIMITED,Other,"[""Bangalore"", ""560001""]","20,000",6,21-09-2025,Immediate,This program is designed to help women relaunch their careers by providing hands-on project experience and professional development.,Work on live projects relevant to your professional background; Receive mentorship and training to update your skills; Network with professionals and other returnees; Develop a plan for your long-term career re-entry.,Women on a career break seeking to re-enter the workforce; A strong professional background in any field; Eagerness to learn and adapt to new challenges; Excellent communication and collaboration skills.,"['Professional Development', 'Project Management', 'Networking']",Internship Certificate; Mentorship program; A supportive environment for career relaunch,5,onsite,21-10-2025
0e5f1a55-d497-44bc-844f-0f0ab9d06c12,Flutter Development,DUIT Technologies,Technology,"[""Chennai"", ""600001""]","2,500",4,21-09-2025,Immediate,The Flutter Development Intern will work on cross-platform mobile apps using a variety of modern front-end technologies.,"Develop mobile applications using Flutter; Gain experience with other front-end frameworks like AngularJS, React Native, and ReactJS; Collaborate on UI/UX design to create user-friendly interfaces; Write clean and efficient code for mobile platforms.",Strong interest and some experience in Flutter development; Familiarity with JavaScript and other frameworks like AngularJS or React is a plus; A passion for UI/UX design and mobile development; A proactive and collaborative learner.,"['JavaScript', 'AngularJS', 'UI & UX Design', 'Flutter', 'React Native', 'ReactJS']",Internship Certificate; Letter of recommendation; Flexible work hours,1,hybrid,21-10-2025
0ee82f42-50d5-48f0-bb97-03a4e2ddfd1c,Graphic Design,UCPro LLP,Technology,"[""Bangalore"", ""560001""]","6,000",2,21-09-2025,Immediate,The Graphic Design Intern will create visual content and manage design-related data.,Design graphics for digital marketing and web use; Use MS-Excel to organize and track design assets and projects; Collaborate with the development and marketing teams; Ensure visual consistency across all materials.,Basic graphic design skills (familiarity with design software is a plus); Strong proficiency in MS-Excel; Good organizational skills and attention to detail; A creative and collaborative mindset.,"['MS-Excel', 'Graphic Design', 'Asset Management']",Internship Certificate; Letter of recommendation; Flexible work hours; Informal dress code; 5 days a week,1,remote,21-10-2025
0f313bc4-8228-427f-bb0a-03ba88cc24d5,Test Ops Engineering,Flux,Technology,"[""Bangalore"", ""560001""]","5,000",6,21-09-2025,Immediate,The Test Ops Engineering Intern will work on developing and maintaining testing infrastructure and automation.,Develop and execute automated test scripts using Python and C++; Support the setup and maintenance of our testing environments; Analyze test results and report bugs and issues; Collaborate with the development team to improve product quality.,"Strong programming skills in Python and C++; An interest in software testing and quality assurance; Good problem-solving and debugging skills; Ability to work in a structured, 5-day-a-week environment.","['Python', 'C++ Programming', 'Test Automation']",Internship Certificate; 5 days a week; Experience in a high-tech environment,1,hybrid,21-10-2025
0f32b06c-ea60-4ad0-86a3-ae7f7ef61b29,Business Development (Sales),RoadMetrics,Technology,"[""Bangalore"", ""560001""]","7,500",3,21-09-2025,Immediate,The Business Development (Sales) Intern will drive B2B sales through a multi-channel approach.,"Execute social media and email marketing campaigns to generate leads; Build and maintain strong client relationships with excellent English communication; Follow up with prospects and manage the sales pipeline; Work in a structured, 5-day-a-week environment.","Skills in social media marketing, email marketing, and client relationship management; Excellent spoken and written English; A proactive and professional sales attitude; A collaborative team player.","['Social Media Marketing', 'Email Marketing', 'Client Relationship', 'English Proficiency (Spoken)', 'English Proficiency (Written)']",Internship Certificate; Letter of recommendation; Flexible work hours; Informal dress code; 5 days a week,1,onsite,21-10-2025
0fd45e67-b584-4adc-9082-84c602adb29e,Business Development (Sales),Ecozen Solutions,Sustainability,"[""Pune"", ""411001""]","10,000",3,21-09-2025,Immediate,"The Business Development (Sales) Intern will promote our innovative, sustainable solutions for the agriculture sector.","Identify and reach out to potential clients in the agricultural and cold chain industries; Assist the sales team with product demonstrations and client meetings; Help prepare sales proposals and follow up on leads; Learn about the intersection of technology, sustainability, and agriculture.",A passion for sales and sustainable technology; Strong communication and interpersonal skills; An interest in the agriculture or renewable energy sector; A proactive and results-oriented mindset.,"['Sales', 'Sustainability', 'AgriTech', 'Lead Generation']",Internship with job offer; Certificate; Meaningful work in the sustainability space,2,onsite,21-10-2025
0fdfa592-2619-46bb-b71f-27dd47a779be,Social Media Marketing,Fincomienzo Solutions Private Limited,Technology,"[""Delhi"", ""110001""]","2,000",4,21-09-2025,Immediate,The Social Media Marketing Intern will help grow our online presence with performance-based incentives.,Develop and schedule engaging content for our social media platforms; Monitor social media trends and audience engagement; Assist in creating and running social media ad campaigns; Track and report on key performance metrics.,A good understanding of social media marketing; Creative content creation abilities; Strong written communication skills; Self-motivated and able to work towards goals.,"['Social Media Marketing', 'Content Creation', 'Campaign Management']",Internship Certificate; Letter of recommendation; Flexible work hours; Incentives available,1,onsite,21-10-2025
10464747-9472-4671-b2e7-4c7f04db96e8,Nutrition,UnDiabetes,Healthcare,"[""Bangalore"", ""560001""]","10,000",6,21-09-2025,Immediate,The Nutrition Intern will provide support and guidance to clients on our health-tech platform.,Assist in creating personalized nutrition plans for clients; Provide counseling and support to help clients achieve their health goals; Research and create content on nutrition and wellness; A job offer is available for interns who excel.,A degree or background in Nutrition and Dietetics; A passion for helping people lead healthier lives; Excellent communication and counseling skills; An empathetic and professional attitude.,"['Nutrition', 'Dietetics', 'Health Counseling']",Internship with job offer; Certificate; Letter of recommendation; Informal dress code; Free snacks & beverages,2,hybrid,21-10-2025
119939d8-3146-4e4b-be76-021314ed822d,Content Writing,Navigus,Education,"[""Bangalore"", ""560001""]","10,000",6,21-09-2025,Immediate,The Content Writing Intern will create content for our career guidance and educational technology platform.,"Research and write articles, blogs, and guides on careers, courses, and educational trends; Create engaging content for our website and social media channels; Ensure all content is well-written, accurate, and helpful for students; Collaborate with subject matter experts.","Excellent writing, research, and editing skills; A passion for education and career development; Ability to write in an informative and engaging tone; A portfolio of your writing is a must.","['Content Writing', 'Research', 'Editing']",Internship with job offer; Certificate; Letter of recommendation,1,remote,21-10-2025
11a71d5f-91b6-4baa-8f6f-f87fbc0f7e06,Content Writing,Fae Bikes,Sustainability,"[""Bangalore"", ""560001""]","10,000",3,21-09-2025,Immediate,The Content Writing Intern will create compelling content to promote our electric bike services.,"Write blog posts, articles, and website copy about electric mobility and sustainability; Create engaging content for social media channels; Assist with writing marketing and promotional materials; Research topics related to EV technology and urban transport.",Excellent writing and storytelling skills; A passion for sustainability and electric vehicles; Ability to write in an engaging and persuasive tone; A proactive and creative content creator.,"['Content Writing', 'Copywriting', 'Blogging']",Internship with job offer; Certificate; Letter of recommendation; Flexible work hours; Informal dress code; 5 days a week,1,remote,21-10-2025
12983218-a0e6-4941-a252-03b2356d32a5,Firmware Development,Craftech 360,Technology,"[""Bangalore"", ""560001""]","3,500",3,21-09-2025,Immediate,"The Firmware Development Intern will work on embedded systems, IoT devices, and PCB design.",Develop and debug firmware for embedded systems using C and Python; Assist with PCB design using EAGLE software; Work on Internet of Things (IoT) projects and prototypes; Collaborate with hardware and software teams.,Proficiency in Python and C programming for embedded systems; Experience with PCB design and IoT concepts; A hands-on approach to problem-solving; Familiarity with microcontrollers.,"['Python', 'Embedded Systems', 'C Programming', 'PCB Design', 'Internet of Things (IoT)', 'EAGLE']",Internship Certificate; Practical hardware experience,1,hybrid,21-10-2025
12a3123f-6ea4-43cd-ab0b-12c4690b0f48,Marketing,Jayswal Agencies,Manufacturing,"[""Bangalore"", ""560001""]","5,000",2,21-09-2025,Immediate,The Marketing Intern will support our marketing and client communication efforts.,Assist with creating marketing materials and presentations; Communicate with clients and partners with excellent English proficiency; Help with market research and identifying new opportunities; Support the marketing team with daily tasks.,Excellent spoken and written English; A strong interest in a marketing career; Good interpersonal and communication skills; A proactive and collaborative team player.,"['English Proficiency (Spoken)', 'English Proficiency (Written)', 'Marketing Communications']",Internship Certificate; Letter of recommendation,1,onsite,21-10-2025
134ebaa5-6d7f-49b7-86b2-4f8fe35271f4,Digital Marketing,Rolla Online Institute,Education,"[""Bangalore"", ""560001""]","3,000",3,21-09-2025,Immediate,The Digital Marketing Intern will execute and analyze multi-channel marketing campaigns for our online courses.,Manage and optimize campaigns using Google AdWords and social media platforms; Analyze website and campaign data with Google Analytics; Implement SEO strategies to improve organic reach; Assist with email marketing and content creation.,"Hands-on experience with Google Analytics, AdWords, SEO, and social media marketing; Strong analytical skills and a data-driven approach; Excellent communication and writing skills; A passion for digital marketing and education.","['Google Analytics', 'Digital Marketing', 'Google AdWords', 'Search Engine Optimization (SEO)', 'Facebook Marketing', 'Email Marketing', 'Instagram Marketing']",Internship Certificate; Letter of recommendation; Flexible work hours,2,hybrid,21-10-2025
13733d1f-398e-47ea-b7b1-6bc2f7c0fc7c,Photography,Kaalia Productions,Other,"[""Bangalore"", ""560001""]","8,000",6,21-09-2025,Immediate,The Photography Intern will assist our production team with various photo shoots.,"Support lead photographers during on-location and studio shoots; Assist with lighting, setup, and equipment management; Help with culling and basic editing of photos; Learn about professional photography workflows.",A passion for photography and a good eye for composition; Eagerness to learn from experienced professionals; A reliable and hardworking team player; A portfolio of your photography work is required.,"['Photography', 'Lighting', 'Photo Editing']",Internship Certificate; On-set production experience,1,onsite,21-10-2025
1474cff1-3bfe-4032-99b6-5dd46cf13aa9,Human Resources (HR),Yes Property,Other,"[""Bangalore"", ""560001""]","7,000",3,21-09-2025,Immediate,The Human Resources (HR) Intern will support our recruitment and HR operations in a fast-paced real estate company.,Assist with sourcing and screening candidates for various roles; Schedule and coordinate interviews; Help with employee onboarding and maintaining HR records; Communicate with candidates and new hires effectively.,Excellent spoken English and communication skills; An interest in a career in Human Resources; Strong organizational skills and attention to detail; A professional and personable demeanor.,"['English Proficiency (Spoken)', 'Recruitment', 'HR Administration']",Internship Certificate; Hands-on HR experience,1,hybrid,21-10-2025
15de4bab-f1ef-4260-9ab0-878908dce71c,Graphic Design,Megagon Corporate Services,Other,"[""Bangalore"", ""560001""]","8,500",6,21-09-2025,Immediate,The Graphic Design Intern will create a wide range of visual content for our corporate services.,"Design presentations, reports, and marketing materials using MS-Office (PowerPoint, Excel) and Adobe Creative Suite (Photoshop, Illustrator, CorelDRAW); Create graphics for our website and social media; Ensure brand consistency across all documents and visuals; Collaborate with various teams on their design needs.","Proficiency in MS-Office (especially PowerPoint and Excel) and Adobe Creative Suite (Photoshop, CorelDRAW, Illustrator); A portfolio showcasing professional and corporate design work; Strong organizational and communication skills; A versatile and detail-oriented designer.","['MS-Office', 'Adobe Photoshop', 'CorelDRAW', 'Adobe Illustrator', 'MS-PowerPoint', 'Adobe Creative Suite', 'MS-Excel']",Internship Certificate; Letter of recommendation; Flexible work hours; Informal dress code,1,hybrid,21-10-2025
16289316-a783-47cd-85ac-e819389bc0bf,Content Management,HalfCute Internet Private Limited,Technology,"[""Bangalore"", ""560001""]","15,000",6,21-09-2025,Immediate,The Content Management Intern will oversee the creation and management of content on our platform.,Create and manage a content calendar for our website and blog; Write and edit creative and engaging content with excellent English proficiency; Use MS-Excel and MS-PowerPoint for content planning and reporting; Collaborate with different teams to ensure content quality and consistency.,Excellent creative writing skills in English; Proficiency in MS-PowerPoint and MS-Excel; Strong organizational and content planning abilities; A detail-oriented and proactive content manager.,"['MS-PowerPoint', 'Creative Writing', 'MS-Excel', 'English Proficiency (Spoken)', 'English Proficiency (Written)']",Internship Certificate; Competitive stipend,1,hybrid,21-10-2025
16320b40-0eff-4144-8cb5-5e34cdc6dc0a,Graphic Design,LearnMall,Education,"[""Bangalore"", ""560001""]","12,000",3,21-09-2025,Immediate,The Graphic Design Intern will create a wide range of visual content for our e-learning platform.,Design and develop user interfaces (UI) and other graphics using Adobe Creative Suite; Create animations and motion graphics with Adobe After Effects and Flash; Collaborate with instructional designers on visual elements for courses; Use tools like Adobe XD for prototyping.,"Expertise in Adobe Creative Suite, including Premiere Pro, Dreamweaver, Indesign, and After Effects; Strong skills in UI development and prototyping with Adobe XD; A creative portfolio is required; A passion for design in education.","['Adobe Premiere Pro', 'Adobe Creative Suite', 'Adobe Dreamweaver', 'Adobe Indesign', 'User Interface (UI) Development', 'Adobe Flash', 'Adobe After Effects', 'Adobe XD']",Internship with job offer; Certificate; Letter of recommendation; Flexible work hours; Informal dress code; Free snacks & beverages,1,remote,21-10-2025
